Case #1: Impossible
13 15 65284
42 23 1745
18 42 220041
34 11 288587
33 4 248092
12 43 149668
18 43 259508
37 11 227247
13 28 208731
22 20 193022
13 16 262084
34 7 237580
31 20 200079
18 32 278883
27 31 225803
43 44 325825
28 4 303578
15 32 291968
14 17 396612
16 3 214928
24 16 300899
23 35 183033
5 2 192635
44 26 190928
41 9 354967
13 43 295229
25 18 44525
9 21 151558
11 8 212075
31 38 143745
45 46 258585
45 15 224391
24 6 341131
7 23 263432
31 23 119533
32 23 220562
34 32 428166
25 42 254607
29 33 167461
40 35 273144
28 5 265000
24 22 274713
14 39 220
30 15 253581
30 29 311159
41 38 339145
21 40 317980
47 26 357230
45 38 214776
23 46 317859
40 12 337505
28 26 79236
20 23 237092
8 46 418634
14 20 87566
37 18 303247
12 11 165126
7 30 270491
6 47 253480
40 37 217447
47 1 135595
16 43 236745
29 1 218847
36 28 195914
45 47 221599
5 31 141454
35 15 262923
8 21 151935
44 11 68668
43 4 397070
37 17 385220
4 46 131922
2 27 390612
24 30 145092
26 27 363810
6 43 298776
41 34 408009
14 44 298400
34 42 353051
32 20 301108
28 14 240153
21 29 300249
41 30 351897
39 13 40404
25 20 154128
47 40 284024
9 7 292131
24 32 336423
9 23 227117
1 20 228721
37 24 28817
19 34 397587
30 36 103902
1 26 335862
36 43 306879
14 4 237531
14 38 348870
47 39 417688
43 19 290848
27 7 452222
21 32 186875
8 7 292508
12 18 238231
9 18 231083
46 28 432350
39 21 291191
4 22 141867
26 17 235695
30 17 447791
20 9 212300
11 40 297230
7 33 252319
13 14 40184
36 39 246605
22 27 301266
17 46 488756
10 25 178831
44 45 196513
19 39 36023
30 25 231497
47 30 330164
13 5 315157
27 47 498213
4 34 393541
38 35 207245
6 20 216123
36 25 174589
4 37 272981
35 6 84747
34 5 373227
34 28 281880
40 16 250428
17 15 421712
46 29 351129
31 19 251842
46 41 470108
39 31 239324
36 27 267063
34 18 307629
10 9 200386
39 46 294878
21 23 122859
22 33 143567
25 33 311855
42 41 328013
44 20 243041
10 27 271305
37 35 324937
21 18 215717
25 19 205891
15 33 279903
11 7 200713
7 4 292823
34 36 304141
1 10 130230
22 31 75463
21 25 219175
12 5 249766
12 37 287805
Case #284: 8
1 2 264867
3 1 531632
5 2 637772
4 1 131840
5 3 493393
1 5 524717
4 6 452044
1 6 320204
Case #285: 25
9 10 297397
1 6 448775
7 9 422066
12 7 468274
4 10 550820
9 1 376166
12 6 395481
9 5 376838
3 5 313154
2 6 16267
3 4 431196
12 11 212959
3 6 467538
3 11 198412
9 2 459969
8 4 620005
8 11 54489
2 8 455458
8 1 156025
10 7 387060
5 4 471379
7 4 754746
11 6 455560
6 7 550356
2 12 379214
Case #286: 39
7 9 440985
2 10 269167
15 5 451813
4 14 272452
7 13 399860
7 14 531498
16 4 413509
15 3 128506
1 12 450434
11 5 539481
8 15 177991
15 16 447486
12 3 459751
12 13 118679
7 12 510672
13 8 328563
8 12 209884
12 2 519114
3 6 556214
5 2 421491
4 2 350972
3 9 127323
6 15 510315
2 6 217473
3 11 267591
14 1 502041
14 5 136730
11 12 381925
11 1 574262
8 7 300788
11 2 481271
5 13 280851
7 6 633112
2 14 539940
14 10 270773
1 10 483827
10 8 40063
10 16 411830
9 6 428891
Case #287: 52
1 7 280197
13 2 266616
12 3 255663
2 4 289940
11 1 161244
9 12 222758
5 6 322742
12 6 370712
4 13 32990
13 8 230932
14 12 278363
6 9 151508
15 11 217695
6 11 260970
14 1 7377
1 15 56451
10 13 4833
2 6 55618
12 4 97859
15 14 49074
12 8 295801
2 1 155344
7 9 243280
3 1 255360
3 13 320532
6 10 301010
12 10 69702
9 1 251234
10 9 153056
2 8 35684
12 11 156390
13 15 262568
14 8 183651
13 11 192985
3 5 167108
1 5 229079
14 7 272820
4 7 118381
8 10 226099
12 15 244268
14 10 208661
3 8 246936
6 7 365169
2 7 352007
5 10 158257
3 6 155634
3 7 276185
9 2 108727
4 11 160918
5 4 186414
7 5 109077
4 1 187881
Case #288: 291
41 36 288840
25 14 200198
29 1 66295
18 14 105279
4 1 139239
15 18 194396
41 6 162360
32 3 176876
5 28 75689
22 26 161565
37 11 47227
40 3 132807
13 1 73985
5 20 181820
3 22 124244
33 27 192736
39 40 178888
15 12 134035
25 3 137377
23 4 87947
1 7 98766
9 40 228486
14 3 109264
36 19 223422
39 37 73014
9 10 116409
2 19 10090
13 39 124468
30 5 148678
7 8 160989
12 25 178363
21 19 73450
33 5 51453
25 2 165741
34 24 179298
23 10 270766
10 37 176646
38 32 137411
26 35 14173
23 26 157619
28 6 186141
20 14 208642
23 20 219676
25 31 191682
33 29 86161
38 17 137432
4 12 147583
29 18 91813
10 16 227465
16 14 133150
39 27 223363
40 19 114533
8 26 187763
13 12 62645
24 26 133862
35 12 122474
34 18 231408
1 39 95535
30 14 167180
34 25 75567
33 34 213279
29 22 139879
8 36 282695
26 9 186866
38 33 136396
14 36 282166
15 22 217293
32 40 247799
31 3 128581
38 8 161941
24 31 110054
19 39 81673
13 20 136059
1 5 31587
14 39 103879
29 14 124899
13 22 143140
35 6 184170
12 3 40986
5 7 102123
39 28 156955
40 5 114940
14 4 206686
34 16 221711
30 13 94597
26 1 135432
10 12 190699
24 32 158349
15 4 253512
21 8 132723
34 27 174034
25 7 167512
28 29 126509
15 19 128641
15 1 142503
16 18 125233
25 32 289304
32 10 211217
6 15 223388
36 5 223829
19 8 59273
4 33 159105
9 35 172693
31 41 27571
41 38 168086
35 29 143173
40 25 195908
26 40 153248
19 24 17065
28 18 158355
38 30 139616
31 10 194781
36 33 182145
35 37 111283
35 14 132412
7 24 84651
3 5 35999
28 33 126328
6 32 132562
11 29 46620
21 39 137805
14 32 135089
29 13 95228
7 21 28266
38 1 116530
35 21 71460
22 5 89059
26 28 203772
19 26 128490
39 30 118621
5 26 128083
17 24 35017
24 12 22459
14 23 176451
30 35 34768
15 9 242594
1 35 121259
4 19 142189
14 5 74079
21 2 66222
9 30 182219
5 41 83143
23 15 202605
30 31 194740
39 20 145997
26 38 185189
6 4 135762
41 27 118690
7 9 215669
20 31 183238
40 18 180288
40 23 199994
5 10 182163
2 18 75845
31 21 166439
32 31 243573
15 31 62848
31 16 152467
36 30 223895
40 41 31797
32 8 200557
28 34 153959
2 12 12622
27 20 90023
9 39 63598
2 41 74885
32 28 66002
12 14 96384
23 3 76011
11 8 115159
35 18 151989
20 28 237970
16 4 167537
36 10 358294
9 11 144006
34 30 155365
39 4 104981
2 17 44854
13 9 168441
16 5 59885
22 10 171670
15 5 129048
17 15 163405
14 17 125754
6 24 111812
28 14 148954
37 31 101648
10 24 185052
9 3 149545
37 12 14053
8 3 94865
24 35 119689
22 40 185267
26 4 88447
5 9 114360
13 31 152479
39 15 192996
20 17 199365
32 37 149943
38 25 175436
37 28 83941
4 38 125976
39 22 118859
26 11 110726
39 41 147091
31 28 177571
13 19 54488
31 8 169580
27 9 272961
24 22 105717
6 29 59632
24 5 17472
11 34 217150
23 1 71599
4 28 217471
39 23 128169
3 35 125671
38 18 22395
1 24 14115
35 4 74274
13 37 51454
21 6 168197
39 2 74445
4 13 134103
6 10 154163
4 3 143651
12 9 136665
6 8 170132
28 13 129770
17 27 193772
35 2 109852
33 23 119695
22 14 14980
27 7 208563
2 32 151374
9 32 94808
33 30 171187
35 27 166253
6 18 32181
20 15 120395
21 9 187403
4 34 194871
8 10 241843
7 16 127064
6 9 37754
9 14 40281
39 6 30781
14 19 73672
34 23 264043
19 38 102668
25 27 98467
29 20 216528
10 34 347538
4 24 125124
6 19 110859
37 36 214763
38 13 145463
38 11 102271
28 27 234290
30 20 110998
12 34 182083
27 36 330269
25 37 164310
24 15 128388
10 18 181407
41 11 121304
10 20 302778
29 34 214666
31 19 110307
24 30 137206
17 41 117500
13 32 161689
7 40 198931
9 23 190899
4 7 97005
8 37 67932
38 21 158800
10 21 241437
15 29 163756
11 32 182429
13 16 102273
41 15 88323
16 17 77430
36 38 199282
2 5 10497
41 19 82736
16 19 59478
35 19 114317
38 20 166992
16 20 201220
7 37 93057
Case #289: 62
7 13 244102
8 9 275722
1 12 131360
5 16 189183
5 11 140365
10 7 360815
9 16 234704
2 12 150071
8 3 158280
11 4 165797
5 2 92314
15 11 146862
11 6 23330
3 9 117442
13 1 232225
12 8 292893
14 16 502001
10 2 334393
11 9 84849
7 1 140065
7 14 446974
13 4 276106
16 15 296717
7 11 94828
6 15 123532
7 2 142879
3 4 198390
6 13 133639
14 3 384739
13 14 462455
14 9 267297
2 14 400197
1 16 195092
9 4 80948
13 16 299129
16 2 197906
8 5 235136
1 2 169967
16 12 251875
12 3 134613
4 15 108619
13 2 132139
8 1 307222
12 14 250126
11 1 121916
3 7 127421
4 6 142467
10 3 318935
10 8 193658
10 9 201493
2 9 132900
14 6 328816
7 16 55027
12 13 212329
15 12 44842
7 8 167157
8 6 214203
10 13 396651
2 6 71381
15 14 205284
2 3 15458
15 9 62013
Case #290: 172
5 11 308361
10 22 326194
28 18 104097
4 18 218574
12 13 214760
16 9 344307
18 27 172005
8 19 154432
30 7 259731
6 12 409277
26 3 151990
33 17 231522
13 29 175419
31 15 136824
32 26 236812
24 31 227681
21 6 397250
27 16 211939
23 8 141336
29 25 143081
32 19 211618
3 15 199230
28 32 235650
24 26 248537
16 17 321744
30 20 208680
21 7 94089
31 25 77892
27 15 158472
20 13 259818
13 6 383458
19 21 74152
23 9 245283
17 31 190131
32 16 359549
1 33 123447
18 6 301970
20 31 201645
8 32 183207
21 25 131034
16 30 242445
9 22 190893
14 22 244343
9 31 110720
31 16 233587
10 26 327011
20 19 199458
32 5 192023
12 25 225718
8 4 149288
24 16 5906
28 1 61204
23 33 90812
6 11 327260
11 31 335860
17 29 298616
1 6 223923
21 4 179753
26 27 161692
13 14 80383
17 4 223431
6 31 359551
30 33 218329
28 19 125225
18 8 133304
5 4 158104
24 2 319568
6 29 260855
26 25 191883
1 12 185354
8 15 167752
32 31 229189
24 29 292870
19 24 208202
2 7 245322
3 8 236968
7 11 376807
29 18 139996
3 29 252852
2 21 185518
16 14 326306
18 5 60470
13 22 182783
22 26 202239
28 3 233923
15 17 244994
8 1 55257
6 3 371735
20 23 186362
32 22 151198
14 17 86044
9 10 331686
9 28 133234
25 30 184188
18 25 200481
2 17 338153
21 27 74790
11 28 351988
16 28 279847
13 10 295684
29 1 97103
20 8 109044
22 24 202445
25 22 159206
10 2 371865
29 26 248529
15 30 157131
27 25 56244
5 12 167777
17 23 231383
31 18 193653
25 23 56671
13 25 118773
5 22 40825
9 20 144122
7 9 151667
3 32 84822
11 29 387887
2 23 226450
17 7 231078
33 28 149497
22 21 177752
9 5 150068
4 15 221245
12 4 214898
11 14 231773
11 32 276315
31 29 108485
4 22 117279
26 13 73110
15 29 209598
15 10 274199
12 7 188773
32 21 191693
9 29 133659
2 4 218498
32 9 271148
5 25 140011
28 13 156490
1 7 145509
30 9 299391
5 33 105870
11 16 189484
13 4 167492
14 7 160680
30 10 176498
15 20 212778
13 31 66934
30 3 244446
16 23 99024
9 14 230453
24 12 315968
7 23 132214
15 28 173699
19 31 127294
8 26 232645
12 21 200968
33 12 259859
21 29 161627
25 33 34141
29 4 191800
26 1 178991
1 16 231599
6 24 131870
22 28 84452
10 27 227543
15 26 66496
24 7 225332
19 13 60360
5 17 260742
27 5 111535
20 2 310824
Case #291: Impossible
Case #292: 8
1 2 273153
8 3 200151
7 5 504675
6 3 632458
7 6 775255
1 5 486537
7 8 342945
6 4 593010
Case #293: Impossible
Case #294: 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
Case #295: 100
3 20 481841
11 1 119347
3 14 131447
2 17 219477
17 20 305723
5 14 141181
1 8 51382
18 2 193718
14 9 166630
17 19 190124
9 13 41911
11 7 138033
6 13 63496
4 1 188399
19 15 228948
8 18 146973
9 6 21585
6 8 90920
2 15 126340
15 14 120464
1 15 28213
3 11 284854
9 1 17953
17 18 152307
12 8 148650
2 8 149509
20 16 250447
16 10 110185
18 3 319289
20 6 301203
17 10 62876
7 19 265036
14 12 189519
20 4 377775
19 9 218688
8 17 78854
14 16 137459
15 10 101700
4 10 261886
17 13 154194
7 20 197364
9 18 113544
17 12 153984
18 1 95591
16 11 156045
3 13 256166
6 7 103839
5 7 56805
7 16 53083
2 11 217474
18 20 166074
14 20 353916
6 5 54196
5 18 88095
2 10 171614
4 2 250965
1 10 73487
20 13 237707
16 8 88080
12 15 69055
14 7 156552
11 18 169323
4 19 389134
7 4 252700
19 2 298862
12 2 169629
16 5 29202
13 1 23958
5 4 203057
2 6 58589
17 7 121017
13 18 71633
16 19 237433
7 1 64301
12 18 64257
18 15 67378
19 18 258514
20 11 288707
10 20 242847
13 7 40343
5 13 16462
10 5 88145
19 13 224693
5 12 89772
8 11 95870
16 18 84373
12 7 32967
5 17 144894
10 11 45860
16 15 16995
3 10 238994
8 5 66040
15 13 4255
1 5 14658
7 15 36088
9 17 139303
3 12 316346
16 13 12740
11 19 173108
10 19 127248
Case #296: 35
7 8 434984
11 9 366766
1 6 218144
10 7 692858
6 9 266616
8 11 232238
7 1 334938
8 10 440890
5 1 74843
1 11 318294
9 2 185564
3 10 608560
8 1 249732
2 6 355236
6 3 388985
8 9 298204
4 5 137630
4 6 280931
9 3 551406
4 8 312519
11 6 386752
8 6 318190
7 2 472030
9 5 123315
10 9 406392
4 11 381081
2 11 429480
7 4 397725
10 4 420707
6 10 576064
2 3 640026
5 6 143301
11 7 503546
4 1 62787
10 5 432763
Case #297: 50
5 45 432860
5 49 682785
38 18 654365
35 46 696352
29 50 666555
15 3 363812
26 6 892885
20 13 564588
49 30 908734
48 4 760337
8 11 770282
15 42 306821
27 46 415226
15 41 563159
18 7 350086
33 3 914028
19 10 243501
11 29 726548
9 17 715568
27 24 990966
49 18 531902
29 41 20984
19 17 892780
29 45 513148
34 31 619080
37 3 903104
5 50 874498
32 34 632770
3 4 796128
19 42 450436
33 23 470049
17 46 714168
7 34 202587
13 50 686232
32 49 411306
19 20 401579
11 13 526247
45 49 537708
46 23 802876
13 18 780418
34 21 867452
4 7 446262
5 12 928750
8 40 128186
34 50 762219
32 24 598135
31 29 835061
8 24 632527
7 1 595438
46 12 790366
Case #298: Impossible
Case #299: Impossible
Case #300: 18
1 2 654821
6 8 372907
7 8 121322
6 4 173177
7 4 224482
4 2 544524
8 3 477269
5 1 220560
5 2 530016
5 3 292047
5 4 14508
2 8 441364
3 4 277539
8 4 199730
1 6 379229
1 3 483591
5 7 209974
1 4 206052
Case #301: 311
2 26 338204
36 31 205722
24 46 123773
9 20 159479
1 35 170909
34 42 266260
20 22 309593
18 28 344681
4 17 133286
10 47 147160
22 47 141038
21 49 31810
40 5 19764
25 29 47853
14 19 176255
29 44 139761
36 7 237597
13 34 116817
47 11 224880
27 10 123701
17 11 97106
14 22 275935
33 39 271781
16 26 298272
28 4 315967
26 34 309865
30 39 125143
30 26 270487
5 25 54381
14 29 250873
5 49 227918
44 4 141723
6 48 195517
30 47 261407
36 43 214859
46 8 152692
49 44 200523
35 9 93536
45 35 270349
5 4 119919
37 24 130713
5 38 128832
32 12 324489
38 50 67718
12 36 225802
19 12 195508
28 24 350384
12 8 103444
21 38 230863
31 44 89467
8 10 154661
33 50 270374
27 49 169340
36 34 224643
4 38 140253
38 19 179149
39 7 157095
45 39 211025
14 50 41924
15 29 138580
36 49 85728
46 42 271942
26 38 290660
21 41 266613
24 44 82879
47 5 194782
13 1 168419
8 24 221626
23 3 178870
12 2 25258
7 22 248321
37 32 286287
4 15 243158
2 27 73924
11 1 161813
24 1 130488
32 29 331990
48 16 160173
8 42 263707
16 11 222908
42 32 250528
13 14 151161
44 5 125683
14 18 166953
40 8 130761
1 27 97187
15 31 265916
29 48 211173
31 16 249959
33 5 412144
36 30 237865
7 45 213834
23 48 255780
44 30 78697
28 20 215872
39 38 66311
37 2 197711
34 9 136405
47 19 242835
7 48 166891
34 12 53597
13 22 280146
16 9 182146
35 4 194858
37 14 203716
16 12 186826
8 1 181175
41 31 228765
10 9 141058
33 45 297338
28 33 513806
40 32 249520
39 27 36598
16 35 253636
18 25 227303
3 37 163290
4 24 194101
25 20 197568
13 33 379611
49 40 210061
47 42 352179
16 7 208368
17 32 282651
26 18 357568
43 45 278725
27 19 149436
25 26 149078
32 27 248301
4 25 134772
49 1 230508
35 23 182798
42 50 258680
45 34 220012
14 25 208838
22 31 288533
46 36 173263
10 19 152892
28 17 227283
39 43 261873
19 29 168130
45 50 212432
6 15 257549
25 42 172041
27 30 88545
28 29 276622
35 43 207938
16 2 161568
22 48 290000
40 7 77716
9 39 138788
5 6 146557
14 2 62683
14 9 170749
15 11 262915
38 24 63014
26 21 192291
3 7 203256
34 5 184874
48 12 113090
24 40 93946
17 25 1486
15 5 179176
50 44 69188
31 48 208482
24 42 217278
37 10 108091
36 10 171294
10 46 1969
41 42 278608
3 15 336866
17 2 201347
4 49 203870
6 35 150595
38 36 212254
43 37 147369
35 13 223568
12 24 191909
35 3 223859
23 21 177390
8 29 146969
21 6 115078
46 35 164058
19 13 78204
15 21 338346
5 12 159096
7 5 57952
32 36 265726
7 29 53261
25 9 38089
42 27 220675
8 18 215923
36 17 134997
46 9 139089
18 48 199692
3 14 206549
27 7 136078
1 18 139096
50 4 72535
36 6 168996
27 6 124931
33 29 450779
29 34 216529
31 1 120651
48 50 123751
19 8 147209
26 46 250078
42 18 133651
27 47 235863
32 41 304956
45 15 195058
41 11 97517
34 15 178203
16 30 211891
48 9 198437
45 40 175646
5 3 219821
7 43 253605
32 6 263266
21 10 265771
13 50 109237
20 26 216711
37 21 164770
32 44 238453
27 5 158545
16 21 232229
19 15 220970
32 22 39387
8 11 147496
23 8 66280
2 38 103637
26 50 317118
22 26 298132
22 34 254499
24 36 242047
11 39 110122
14 20 127498
28 34 251012
43 14 291796
12 41 92807
7 49 169966
4 1 189332
34 2 28339
48 15 237696
35 47 302073
28 10 263158
32 3 146708
50 39 1407
37 22 246900
20 16 81561
11 19 243046
26 41 329709
18 13 158256
38 44 19865
31 4 211283
20 34 93154
46 3 265282
39 40 174097
19 48 210271
4 16 198184
47 34 253655
15 1 235482
26 1 278561
16 40 158933
41 43 333122
45 8 295474
40 33 427904
29 24 176416
24 48 183121
8 41 179202
6 43 178106
38 27 29713
23 5 178760
11 7 141691
8 22 219911
37 15 191555
35 34 144888
18 36 232330
10 29 153794
21 45 184364
37 47 244137
3 1 263798
16 33 391039
21 29 217745
1 16 129308
16 34 133229
8 37 93994
2 40 193449
23 17 125865
1 29 180308
24 26 274669
48 32 284673
2 6 107685
14 35 179232
19 46 150923
4 45 275801
35 30 184467
45 11 239621
29 41 231456
48 45 214437
22 6 223879
13 43 192865
28 14 285356
39 12 62584
35 19 279041
21 40 201537
46 12 109505
27 35 172499
48 2 87832
14 46 187204
1 12 81022
20 19 48757
Case #302: 206
22 5 43946
9 3 151486
43 32 399238
29 30 109599
10 48 201419
40 23 249245
20 47 291881
48 33 281422
18 42 230620
7 26 273334
18 25 180137
36 33 434576
45 12 169917
41 15 218360
44 21 209657
31 43 426070
4 28 108767
15 11 83040
13 46 123589
47 30 270625
34 32 225479
41 16 324368
13 19 312833
11 28 182559
3 38 326399
36 37 303597
16 25 235126
2 47 357330
8 48 293188
42 6 209803
15 18 81722
39 13 396740
22 13 150552
29 16 150972
12 19 280431
40 29 248323
32 48 366471
43 44 344974
28 38 301560
7 40 254905
13 35 242676
18 1 277014
38 22 278232
43 23 170208
19 17 395168
25 41 356959
47 38 168019
28 2 328837
9 22 130967
30 24 294987
23 10 127628
28 17 282866
12 3 101587
9 4 128514
26 32 197569
38 35 313724
18 10 260564
20 25 194794
11 1 274482
16 23 110106
37 15 60275
27 49 554026
12 23 64512
11 30 256337
45 2 294925
20 4 130707
26 18 215920
45 25 233493
32 15 171135
39 44 404750
1 31 364025
14 19 347554
26 29 128718
21 23 34891
36 35 410922
25 37 206874
33 18 170462
16 30 92554
28 1 194373
1 39 365390
36 48 497833
28 37 95304
17 4 274566
31 39 449109
22 40 255475
32 41 297880
48 18 185904
35 12 81250
30 23 68733
5 2 311553
9 7 229421
27 34 299710
15 43 228103
2 43 395428
28 25 228637
8 11 279210
25 42 50483
44 47 326370
5 23 109884
26 35 266920
24 17 405503
22 46 53614
22 1 171017
41 34 272704
49 13 441174
31 42 347834
19 46 189244
36 3 394494
48 6 254519
1 49 517532
44 29 173844
47 16 221847
38 12 299050
28 49 504854
10 14 369621
15 29 145430
33 15 191254
2 38 358711
15 31 197967
45 36 311721
20 21 166416
6 23 81916
34 45 58253
16 34 95862
14 34 219420
2 18 380556
26 20 246083
43 37 252062
41 21 328581
33 31 386545
15 7 206922
33 22 193537
29 20 172391
19 10 290197
45 17 287722
25 10 207186
35 29 186628
42 23 127887
11 17 366853
8 23 120585
24 28 313389
44 48 253294
35 42 242970
42 38 309756
20 28 181792
12 48 117004
46 14 268668
39 17 173811
42 13 224801
22 10 154567
1 6 225994
27 20 326506
23 9 156199
16 26 117436
34 23 87785
43 5 260348
25 44 259061
20 48 189027
15 27 309856
27 31 468278
28 15 99519
37 16 101793
38 44 341014
18 19 234588
21 5 141723
21 24 261145
20 32 218264
16 3 147181
5 15 32245
13 40 346159
11 31 230178
19 1 306647
38 19 472411
6 33 125382
4 31 271705
27 35 269157
24 47 420866
12 32 290287
44 45 261096
39 5 296780
24 6 308170
20 37 117244
39 37 278920
36 24 521682
4 5 41493
29 33 154114
24 18 161760
22 34 66045
43 36 527627
23 44 174766
5 30 166317
28 36 342841
20 30 200258
48 7 76090
3 4 132392
38 18 406533
8 1 243921
25 39 207071
17 33 222715
12 47 226955
8 14 366356
23 1 144078
34 15 54344
7 2 136876
1 29 163402
24 49 255536
Case #303: 65
13 9 197345
7 32 473228
25 12 398459
9 21 435566
19 2 290176
26 9 700717
28 32 553733
37 36 557605
20 13 644229
17 39 580581
20 34 738476
4 14 309543
29 7 485059
20 8 569102
31 3 78354
36 29 587492
24 17 349837
29 25 994812
23 17 29941
37 28 740031
2 22 59521
21 18 675489
14 2 60771
40 39 676180
5 34 496020
1 5 257202
23 6 526728
7 20 826742
40 22 384705
5 36 524983
40 26 86577
2 33 374684
41 27 168032
1 12 202440
3 27 357390
17 4 281412
36 26 799874
29 33 672579
17 36 353149
16 12 673158
26 7 837713
14 28 603551
32 36 233701
29 6 841204
35 8 229097
6 22 522099
1 27 199335
11 14 426031
17 26 496594
11 9 382069
39 9 545805
14 12 18102
38 27 33685
34 4 364023
25 6 905275
32 11 524508
33 4 309473
9 32 336232
17 33 340475
19 13 296961
19 25 545423
9 33 305699
1 18 362928
30 18 873641
12 39 626814
Case #304: Impossible
Case #305: 101
7 9 301838
8 10 203332
7 18 212715
11 1 96588
18 4 105299
16 2 132285
12 13 132278
19 15 94892
14 7 109517
2 8 252934
3 10 142227
13 5 58476
11 17 188009
15 8 168154
7 16 98892
8 17 118866
11 2 106570
19 13 158196
11 8 156189
4 7 264703
9 3 12151
12 10 10991
10 16 72858
17 9 276156
19 10 130070
1 13 72525
14 10 83483
12 5 111260
18 5 18729
17 3 268178
18 17 252187
17 13 291934
15 13 115890
9 12 141079
16 6 25271
18 11 88108
8 19 106865
9 16 202946
15 14 48305
8 3 149312
16 15 37680
16 1 122303
14 6 35896
6 12 87138
10 2 100002
16 12 61867
4 19 195448
19 18 127607
10 11 98573
18 16 113823
19 1 160385
11 9 203440
17 7 312616
9 8 157290
3 1 109399
16 17 213724
11 4 165503
5 15 94872
17 12 215923
